Company,Customer ID,Cliente,Pagador,Loan ID,True Payment Date,True Devolution,True Total Payment,True Payment Currency,True Principal Payment,True Interest Payment,True Fee Payment,True Other Payment,True Tax Payment,True Fee Tax Payment,True Rabates,True Outstanding Loan Value,True Payment Status,payment_efficiency
Abaco Technologies,CLIAB001245,"EMPRESA EJEMPLO 246, S.A. DE C.V.","PAGADOR EJEMPLO 246, S.A. DE C.V.",DSB7310-300,2025-07-17,67.4,4518.04,USD,3868.55,411.39,102.88,,45.18,13.37,0,195.67,On Time,0.8562451859655957
Abaco Technologies,CLIAB001245,"EMPRESA EJEMPLO 246, S.A. DE C.V.","PAGADOR EJEMPLO 246, S.A. DE C.V.",DSB7310-300,2025-04-27,30.05,5341.73,USD,4753.51,406.54,171.18,,53.42,22.25,0,2782.69,On Time,0.8898821168422966
Abaco Technologies,CLIAB001246,"EMPRESA EJEMPLO 247, S.A. DE C.V.","PAGADOR EJEMPLO 247, S.A. DE C.V.",DSB3718-767,2025-07-10,21.36,16809.38,USD,15278.31,1222.4,711.95,,168.09,92.55,0,33.42,On Time,0.9089157363329283
Abaco Technologies,CLIAB001246,"EMPRESA EJEMPLO 247, S.A. DE C.V.","PAGADOR EJEMPLO 247, S.A. DE C.V.",DSB3718-767,2025-07-20,79.39,20300.01,USD,17375.75,1635.07,636.33,,203.0,82.72,0,2738.25,Late,0.8559478542128798
Abaco Financial,CLIAB001247,"EMPRESA EJEMPLO 248, S.A. DE C.V.","PAGADOR EJEMPLO 248, S.A. DE C.V.",DSB6958-848,2025-01-01,10.23,2939.87,USD,2633.22,285.48,137.1,,29.4,17.82,0,3867.95,Late,0.8956926666825403
Abaco Financial,CLIAB001247,"EMPRESA EJEMPLO 248, S.A. DE C.V.","PAGADOR EJEMPLO 248, S.A. DE C.V.",DSB6958-848,2025-01-29,11.28,3252.98,USD,2918.45,278.29,107.91,,32.53,14.03,0,3669.16,Late,0.8971619868551297
Abaco Financial,CLIAB001247,"EMPRESA EJEMPLO 248, S.A. DE C.V.","PAGADOR EJEMPLO 248, S.A. DE C.V.",DSB6958-848,2025-01-18,64.28,3798.77,USD,3522.91,258.01,96.85,,37.99,12.59,0,1703.75,Late,0.9273817577794917
Abaco Technologies,CLIAB001248,"EMPRESA EJEMPLO 249, S.A. DE C.V.","PAGADOR EJEMPLO 249, S.A. DE C.V.",DSB8140-486,2024-10-29,0.98,29443.97,USD,26195.5,2853.2,724.15,,294.44,94.14,0,938.81,Late,0.8896728260489329
Abaco Technologies,CLIAB001249,"EMPRESA EJEMPLO 250, S.A. DE C.V.","PAGADOR EJEMPLO 250, S.A. DE C.V.",DSB2470-786,2024-12-20,28.25,6693.15,USD,6168.03,357.81,200.37,,66.93,26.05,0,1034.39,On Time,0.921543667779745
Abaco Financial,CLIAB001250,"EMPRESA EJEMPLO 251, S.A. DE C.V.","PAGADOR EJEMPLO 251, S.A. DE C.V.",DSB6554-736,2025-12-04,41.58,3363.72,USD,3159.53,243.52,120.81,,33.64,15.7,0,578.64,On Time,0.939296374252316
Abaco Financial,CLIAB001250,"EMPRESA EJEMPLO 251, S.A. DE C.V.","PAGADOR EJEMPLO 251, S.A. DE C.V.",DSB6554-736,2025-11-13,13.45,2750.75,USD,2440.63,169.22,101.31,,27.51,13.17,0,217.87,Late,0.8872598382259385
Abaco Financial,CLIAB001250,"EMPRESA EJEMPLO 251, S.A. DE C.V.","PAGADOR EJEMPLO 251, S.A. DE C.V.",DSB6554-736,2025-12-20,80.73,2958.94,USD,2736.5,164.73,81.15,,29.59,10.55,0,519.18,On Time,0.9248244303703353
Abaco Financial,CLIAB001250,"EMPRESA EJEMPLO 251, S.A. DE C.V.","PAGADOR EJEMPLO 251, S.A. DE C.V.",DSB6554-736,2025-12-20,19.75,3628.5,USD,3414.66,356.01,119.15,,36.29,15.49,0,426.41,On Time,0.9410665564282761
Abaco Financial,CLIAB001251,"EMPRESA EJEMPLO 252, S.A. DE C.V.","PAGADOR EJEMPLO 252, S.A. DE C.V.",DSB8916-012,2025-01-29,74.03,67159.4,USD,57206.78,4978.96,2010.11,,671.59,261.31,0,2579.84,Late,0.8518060018403977
Abaco Technologies,CLIAB001252,"EMPRESA EJEMPLO 253, S.A. DE C.V.","PAGADOR EJEMPLO 253, S.A. DE C.V.",DSB1919-866,2025-11-14,3.23,17377.7,USD,14958.47,1096.8,784.89,,173.78,102.04,0,20813.62,On Time,0.8607853743590923
Abaco Technologies,CLIAB001252,"EMPRESA EJEMPLO 253, S.A. DE C.V.","PAGADOR EJEMPLO 253, S.A. DE C.V.",DSB1919-866,2026-03-15,31.06,19035.18,USD,17084.64,1704.22,456.96,,190.35,59.41,0,24636.5,On Time,0.8975297317913463
Abaco Technologies,CLIAB001252,"EMPRESA EJEMPLO 253, S.A. DE C.V.","PAGADOR EJEMPLO 253, S.A. DE C.V.",DSB1919-866,2026-01-24,3.62,17868.29,USD,16752.19,1264.62,573.27,,178.68,74.53,0,22052.33,On Time,0.9375373916586309
Abaco Technologies,CLIAB001252,"EMPRESA EJEMPLO 253, S.A. DE C.V.","PAGADOR EJEMPLO 253, S.A. DE C.V.",DSB1919-866,2026-02-12,24.16,15715.09,USD,13837.81,1399.63,486.82,,157.15,63.29,0,26896.17,On Time,0.880542841307304
Abaco Technologies,CLIAB001252,"EMPRESA EJEMPLO 253, S.A. DE C.V.","PAGADOR EJEMPLO 253, S.A. DE C.V.",DSB1919-866,2025-10-23,86.99,21521.29,USD,18520.36,1836.36,752.95,,215.21,97.88,0,5049.33,On Time,0.8605599385538693
Abaco Financial,CLIAB001253,"EMPRESA EJEMPLO 254, S.A. DE C.V.","PAGADOR EJEMPLO 254, S.A. DE C.V.",DSB3221-351,2025-04-30,80.57,46167.41,USD,43571.61,2519.01,950.36,,461.67,123.55,0,2558.49,Prepayment,0.9437741904949833
Abaco Financial,CLIAB001253,"EMPRESA EJEMPLO 254, S.A. DE C.V.","PAGADOR EJEMPLO 254, S.A. DE C.V.",DSB3221-351,2025-05-25,65.94,44426.72,USD,40654.3,2663.14,1208.82,,444.27,157.15,0,21517.46,Prepayment,0.9150866865706044
Abaco Financial,CLIAB001254,"EMPRESA EJEMPLO 255, S.A. DE C.V.","PAGADOR EJEMPLO 255, S.A. DE C.V.",DSB7859-825,2026-01-18,22.38,15529.01,USD,14548.04,1005.28,311.42,,155.29,40.49,0,2339.31,Prepayment,0.9368298429841955
Abaco Financial,CLIAB001255,"EMPRESA EJEMPLO 256, S.A. DE C.V.","PAGADOR EJEMPLO 256, S.A. DE C.V.",DSB8498-634,2025-04-27,69.52,10914.28,USD,9637.64,556.48,262.55,,109.14,34.13,0,290.49,On Time,0.8830303052514686
Abaco Technologies,CLIAB001256,"EMPRESA EJEMPLO 257, S.A. DE C.V.","PAGADOR EJEMPLO 257, S.A. DE C.V.",DSB9043-108,2025-01-25,11.09,26033.04,USD,23907.68,1305.35,1247.68,,260.33,162.2,0,8917.16,On Time,0.9183591313192774
Abaco Technologies,CLIAB001256,"EMPRESA EJEMPLO 257, S.A. DE C.V.","PAGADOR EJEMPLO 257, S.A. DE C.V.",DSB9043-108,2025-05-05,81.08,24696.59,USD,23330.48,1812.22,1142.17,,246.97,148.48,0,21532.62,Late,0.944684266127429
Abaco Technologies,CLIAB001256,"EMPRESA EJEMPLO 257, S.A. DE C.V.","PAGADOR EJEMPLO 257, S.A. DE C.V.",DSB9043-108,2025-04-25,68.86,29390.96,USD,27132.57,2008.87,681.39,,293.91,88.58,0,21481.43,On Time,0.9231603867311582
Abaco Financial,CLIAB001257,"EMPRESA EJEMPLO 258, S.A. DE C.V.","PAGADOR EJEMPLO 258, S.A. DE C.V.",DSB5091-889,2025-11-26,97.55,39512.53,USD,34936.45,2308.05,1479.73,,395.13,192.36,0,9293.61,On Time,0.8841866111838447
Abaco Financial,CLIAB001257,"EMPRESA EJEMPLO 258, S.A. DE C.V.","PAGADOR EJEMPLO 258, S.A. DE C.V.",DSB5091-889,2025-11-09,11.1,35213.82,USD,31034.91,2688.15,1046.82,,352.14,136.09,0,5403.95,On Time,0.881327558327952
Abaco Financial,CLIAB001258,"EMPRESA EJEMPLO 259, S.A. DE C.V.","PAGADOR EJEMPLO 259, S.A. DE C.V.",DSB4374-982,2025-08-20,73.04,16558.33,USD,14083.38,1099.53,659.21,,165.58,85.7,0,2815.53,On Time,0.850531424364655
Abaco Technologies,CLIAB001259,"EMPRESA EJEMPLO 260, S.A. DE C.V.","PAGADOR EJEMPLO 260, S.A. DE C.V.",DSB3482-674,2025-08-30,20.42,33040.46,USD,30697.39,2978.61,1370.67,,330.4,178.19,0,6369.31,Prepayment,0.9290848250902076
Abaco Technologies,CLIAB001259,"EMPRESA EJEMPLO 260, S.A. DE C.V.","PAGADOR EJEMPLO 260, S.A. DE C.V.",DSB3482-674,2026-01-08,21.02,29068.91,USD,25233.74,1642.43,867.12,,290.69,112.72,0,12823.08,On Time,0.8680662604824192
Abaco Technologies,CLIAB001260,"EMPRESA EJEMPLO 261, S.A. DE C.V.","PAGADOR EJEMPLO 261, S.A. DE C.V.",DSB4680-851,2025-06-08,81.57,19529.28,USD,17765.12,1567.03,671.88,,195.29,87.34,0,331.36,Late,0.9096658965409887
Abaco Financial,CLIAB001261,"EMPRESA EJEMPLO 262, S.A. DE C.V.","PAGADOR EJEMPLO 262, S.A. DE C.V.",DSB2011-833,2025-07-04,14.11,15405.83,USD,14095.14,896.27,323.67,,154.06,42.08,0,7.64,On Time,0.9149224676632157
Abaco Financial,CLIAB001262,"EMPRESA EJEMPLO 263, S.A. DE C.V.","PAGADOR EJEMPLO 263, S.A. DE C.V.",DSB8249-710,2025-11-27,90.33,20322.75,USD,18921.22,1825.84,484.23,,203.23,62.95,0,5483.36,Late,0.9310364000934913
Abaco Technologies,CLIAB001263,"EMPRESA EJEMPLO 264, S.A. DE C.V.","PAGADOR EJEMPLO 264, S.A. DE C.V.",DSB2906-951,2025-10-11,69.83,17310.29,USD,16161.55,1584.06,842.73,,173.1,109.56,0,3619.23,On Time,0.9336383157070158
Abaco Technologies,CLIAB001263,"EMPRESA EJEMPLO 264, S.A. DE C.V.","PAGADOR EJEMPLO 264, S.A. DE C.V.",DSB2906-951,2025-06-01,58.62,17025.61,USD,15346.38,1055.81,404.2,,170.26,52.55,0,13312.83,Prepayment,0.9013703473766872
Abaco Technologies,CLIAB001263,"EMPRESA EJEMPLO 264, S.A. DE C.V.","PAGADOR EJEMPLO 264, S.A. DE C.V.",DSB2906-951,2025-06-11,64.0,18940.66,USD,17602.75,1530.84,939.03,,189.41,122.07,0,14985.04,Late,0.9293630739372335
Abaco Financial,CLIAB001264,"EMPRESA EJEMPLO 265, S.A. DE C.V.","PAGADOR EJEMPLO 265, S.A. DE C.V.",DSB7081-695,2025-11-05,34.11,35051.4,USD,30001.27,1937.29,895.2,,350.51,116.38,0,17212.92,On Time,0.8559221600278448
Abaco Financial,CLIAB001264,"EMPRESA EJEMPLO 265, S.A. DE C.V.","PAGADOR EJEMPLO 265, S.A. DE C.V.",DSB7081-695,2025-11-10,90.36,35681.67,USD,32729.1,3040.54,1311.61,,356.82,170.51,0,3515.01,On Time,0.9172524716472071
Abaco Financial,CLIAB001265,"EMPRESA EJEMPLO 266, S.A. DE C.V.","PAGADOR EJEMPLO 266, S.A. DE C.V.",DSB8997-392,2025-09-06,33.53,72944.82,USD,64909.22,4685.23,1830.89,,729.45,238.02,0,9375.22,On Time,0.8898400187977706
Abaco Technologies,CLIAB001266,"EMPRESA EJEMPLO 267, S.A. DE C.V.","PAGADOR EJEMPLO 267, S.A. DE C.V.",DSB7409-280,2025-02-02,73.12,7921.42,USD,6743.05,744.54,169.14,,79.21,21.99,0,739.07,On Time,0.8512425802444511
Abaco Technologies,CLIAB001267,"EMPRESA EJEMPLO 268, S.A. DE C.V.","PAGADOR EJEMPLO 268, S.A. DE C.V.",DSB2460-428,2026-02-05,52.78,18166.99,USD,16074.2,1718.74,619.75,,181.67,80.57,0,18837.72,Late,0.8848026007610507
Abaco Technologies,CLIAB001267,"EMPRESA EJEMPLO 268, S.A. DE C.V.","PAGADOR EJEMPLO 268, S.A. DE C.V.",DSB2460-428,2026-04-07,65.08,15143.14,USD,12887.34,1231.27,622.65,,151.43,80.94,0,18237.65,Late,0.8510348580281236
Abaco Technologies,CLIAB001267,"EMPRESA EJEMPLO 268, S.A. DE C.V.","PAGADOR EJEMPLO 268, S.A. DE C.V.",DSB2460-428,2025-11-14,60.77,15701.36,USD,13444.85,1158.81,638.69,,157.01,83.03,0,10140.24,On Time,0.8562856975446713
Abaco Technologies,CLIAB001267,"EMPRESA EJEMPLO 268, S.A. DE C.V.","PAGADOR EJEMPLO 268, S.A. DE C.V.",DSB2460-428,2025-11-02,34.07,14707.09,USD,12908.92,1103.2,365.0,,147.07,47.45,0,6104.82,On Time,0.8777344804444659
Abaco Financial,CLIAB001268,"EMPRESA EJEMPLO 269, S.A. DE C.V.","PAGADOR EJEMPLO 269, S.A. DE C.V.",DSB3139-580,2025-06-08,29.15,21803.33,USD,19759.01,1821.48,895.96,,218.03,116.47,0,1237.12,Prepayment,0.9062381755447446
Abaco Technologies,CLIAB001269,"EMPRESA EJEMPLO 270, S.A. DE C.V.","PAGADOR EJEMPLO 270, S.A. DE C.V.",DSB7338-540,2025-01-26,80.72,14393.89,USD,13066.29,977.21,406.83,,143.94,52.89,0,8078.35,On Time,0.9077664203352951
Abaco Technologies,CLIAB001269,"EMPRESA EJEMPLO 270, S.A. DE C.V.","PAGADOR EJEMPLO 270, S.A. DE C.V.",DSB7338-540,2025-02-20,85.08,19870.04,USD,18571.11,1347.55,893.65,,198.7,116.18,0,9331.67,On Time,0.9346287174057022
Abaco Technologies,CLIAB001269,"EMPRESA EJEMPLO 270, S.A. DE C.V.","PAGADOR EJEMPLO 270, S.A. DE C.V.",DSB7338-540,2025-06-16,77.24,13954.99,USD,12592.0,937.83,696.55,,139.55,90.55,0,16757.4,Prepayment,0.9023295609670806
Abaco Financial,CLIAB001270,"EMPRESA EJEMPLO 271, S.A. DE C.V.","PAGADOR EJEMPLO 271, S.A. DE C.V.",DSB6188-048,2025-09-15,90.79,10667.26,USD,9470.69,785.74,415.08,,106.67,53.96,0,2962.85,On Time,0.8878278020785094
Abaco Financial,CLIAB001270,"EMPRESA EJEMPLO 271, S.A. DE C.V.","PAGADOR EJEMPLO 271, S.A. DE C.V.",DSB6188-048,2025-05-18,3.04,8812.06,USD,8105.31,441.3,406.63,,88.12,52.86,0,5039.0,On Time,0.919797413998543
Abaco Technologies,CLIAB001271,"EMPRESA EJEMPLO 272, S.A. DE C.V.","PAGADOR EJEMPLO 272, S.A. DE C.V.",DSB9872-122,2025-04-12,66.93,48543.63,USD,42193.33,3237.41,2030.64,,485.44,263.98,0,243.74,On Time,0.8691836601424328
Abaco Financial,CLIAB001272,"EMPRESA EJEMPLO 273, S.A. DE C.V.","PAGADOR EJEMPLO 273, S.A. DE C.V.",DSB3395-003,2025-07-18,98.5,76680.55,USD,67172.64,6087.25,2134.78,,766.81,277.52,0,3218.92,On Time,0.8760062362619986
Abaco Financial,CLIAB001273,"EMPRESA EJEMPLO 274, S.A. DE C.V.","PAGADOR EJEMPLO 274, S.A. DE C.V.",DSB4750-263,2025-03-17,84.34,11005.03,USD,10357.8,956.86,285.41,,110.05,37.1,0,450.69,On Time,0.9411878023049459
Abaco Financial,CLIAB001273,"EMPRESA EJEMPLO 274, S.A. DE C.V.","PAGADOR EJEMPLO 274, S.A. DE C.V.",DSB4750-263,2024-10-25,95.33,10128.53,USD,9377.89,776.19,396.65,,101.29,51.56,0,223.58,On Time,0.925888554410166
Abaco Financial,CLIAB001273,"EMPRESA EJEMPLO 274, S.A. DE C.V.","PAGADOR EJEMPLO 274, S.A. DE C.V.",DSB4750-263,2024-11-06,5.57,9848.51,USD,9320.69,539.49,203.63,,98.49,26.47,0,115.9,Late,0.946406106101329
Abaco Financial,CLIAB001274,"EMPRESA EJEMPLO 275, S.A. DE C.V.","PAGADOR EJEMPLO 275, S.A. DE C.V.",DSB8567-847,2025-02-23,31.65,20440.54,USD,18376.06,1134.87,666.06,,204.41,86.59,0,1173.5,On Time,0.8990007113315011
Abaco Financial,CLIAB001274,"EMPRESA EJEMPLO 275, S.A. DE C.V.","PAGADOR EJEMPLO 275, S.A. DE C.V.",DSB8567-847,2025-03-10,79.92,23620.32,USD,20119.88,2284.38,533.65,,236.2,69.37,0,29636.27,Late,0.8518038705656825
Abaco Financial,CLIAB001274,"EMPRESA EJEMPLO 275, S.A. DE C.V.","PAGADOR EJEMPLO 275, S.A. DE C.V.",DSB8567-847,2025-02-28,13.93,24504.27,USD,21533.25,1633.32,803.65,,245.04,104.47,0,734.54,Late,0.8787550088209116
Abaco Financial,CLIAB001274,"EMPRESA EJEMPLO 275, S.A. DE C.V.","PAGADOR EJEMPLO 275, S.A. DE C.V.",DSB8567-847,2025-01-28,69.09,21826.53,USD,19881.18,2102.97,872.05,,218.27,113.37,0,25954.14,On Time,0.9108722275139476
Abaco Financial,CLIAB001275,"EMPRESA EJEMPLO 276, S.A. DE C.V.","PAGADOR EJEMPLO 276, S.A. DE C.V.",DSB3891-253,2025-04-17,48.34,2730.35,USD,2334.01,156.79,88.52,,27.3,11.51,0,495.37,On Time,0.8548391231893349
Abaco Financial,CLIAB001275,"EMPRESA EJEMPLO 276, S.A. DE C.V.","PAGADOR EJEMPLO 276, S.A. DE C.V.",DSB3891-253,2025-03-05,10.78,2066.76,USD,1857.84,185.37,82.34,,20.67,10.7,0,916.6,On Time,0.8989142425825929
Abaco Financial,CLIAB001275,"EMPRESA EJEMPLO 276, S.A. DE C.V.","PAGADOR EJEMPLO 276, S.A. DE C.V.",DSB3891-253,2024-12-23,9.49,2417.58,USD,2149.63,196.06,118.6,,24.18,15.42,0,733.19,On Time,0.889166025529662
Abaco Financial,CLIAB001275,"EMPRESA EJEMPLO 276, S.A. DE C.V.","PAGADOR EJEMPLO 276, S.A. DE C.V.",DSB3891-253,2025-01-09,95.59,2462.56,USD,2130.65,144.88,70.33,,24.63,9.14,0,1380.05,On Time,0.865217497238646
Abaco Financial,CLIAB001276,"EMPRESA EJEMPLO 277, S.A. DE C.V.","PAGADOR EJEMPLO 277, S.A. DE C.V.",DSB6710-853,2025-01-19,80.26,94882.92,USD,86294.43,6335.0,4219.98,,948.83,548.6,0,25438.14,On Time,0.9094832874030436
Abaco Technologies,CLIAB001277,"EMPRESA EJEMPLO 278, S.A. DE C.V.","PAGADOR EJEMPLO 278, S.A. DE C.V.",DSB6969-354,2025-10-26,28.82,5757.98,USD,5465.95,449.99,176.76,,57.58,22.98,0,387.29,On Time,0.9492825608980928
Abaco Technologies,CLIAB001277,"EMPRESA EJEMPLO 278, S.A. DE C.V.","PAGADOR EJEMPLO 278, S.A. DE C.V.",DSB6969-354,2025-11-24,29.27,6428.44,USD,6084.78,541.22,281.32,,64.28,36.57,0,119.34,On Time,0.9465406848317788
Abaco Technologies,CLIAB001277,"EMPRESA EJEMPLO 278, S.A. DE C.V.","PAGADOR EJEMPLO 278, S.A. DE C.V.",DSB6969-354,2025-10-12,17.47,6149.96,USD,5351.75,600.43,204.91,,61.5,26.64,0,299.37,On Time,0.8702089119278824
Abaco Technologies,CLIAB001278,"EMPRESA EJEMPLO 279, S.A. DE C.V.","PAGADOR EJEMPLO 279, S.A. DE C.V.",DSB2305-675,2025-09-25,31.27,12395.86,USD,10900.87,753.55,306.91,,123.96,39.9,0,1061.63,On Time,0.8793960241564522
Abaco Technologies,CLIAB001278,"EMPRESA EJEMPLO 279, S.A. DE C.V.","PAGADOR EJEMPLO 279, S.A. DE C.V.",DSB2305-675,2025-10-07,53.79,13073.21,USD,11292.5,1160.89,574.26,,130.73,74.65,0,3104.06,On Time,0.8637893830206966
Abaco Financial,CLIAB001279,"EMPRESA EJEMPLO 280, S.A. DE C.V.","PAGADOR EJEMPLO 280, S.A. DE C.V.",DSB3605-774,2024-11-28,0.14,28322.21,USD,24261.63,1935.55,908.61,,283.22,118.12,0,8741.04,On Time,0.8566291260463079
Abaco Financial,CLIAB001279,"EMPRESA EJEMPLO 280, S.A. DE C.V.","PAGADOR EJEMPLO 280, S.A. DE C.V.",DSB3605-774,2025-04-22,7.95,27313.66,USD,25618.57,2031.75,1063.02,,273.14,138.19,0,8581.88,On Time,0.9379398440194393
Abaco Financial,CLIAB001279,"EMPRESA EJEMPLO 280, S.A. DE C.V.","PAGADOR EJEMPLO 280, S.A. DE C.V.",DSB3605-774,2025-04-02,90.29,22925.07,USD,20241.25,1631.74,851.65,,229.25,110.71,0,6936.79,Prepayment,0.8829307827631497
Abaco Financial,CLIAB001280,"EMPRESA EJEMPLO 281, S.A. DE C.V.","PAGADOR EJEMPLO 281, S.A. DE C.V.",DSB3758-952,2025-02-18,83.41,6603.72,USD,5997.73,655.77,258.16,,66.04,33.56,0,4532.47,On Time,0.9082350553930209
Abaco Financial,CLIAB001280,"EMPRESA EJEMPLO 281, S.A. DE C.V.","PAGADOR EJEMPLO 281, S.A. DE C.V.",DSB3758-952,2025-03-07,89.46,5245.82,USD,4684.77,384.84,142.7,,52.46,18.55,0,3074.77,Prepayment,0.8930481793122906
Abaco Financial,CLIAB001280,"EMPRESA EJEMPLO 281, S.A. DE C.V.","PAGADOR EJEMPLO 281, S.A. DE C.V.",DSB3758-952,2024-12-04,88.71,6523.62,USD,5907.6,635.09,229.28,,65.24,29.81,0,2029.7,On Time,0.9055708333716557
Abaco Financial,CLIAB001281,"EMPRESA EJEMPLO 282, S.A. DE C.V.","PAGADOR EJEMPLO 282, S.A. DE C.V.",DSB1745-551,2025-03-31,40.77,27459.27,USD,24180.64,2645.98,1034.05,,274.59,134.43,0,14079.6,On Time,0.8806002490233716
Abaco Financial,CLIAB001281,"EMPRESA EJEMPLO 282, S.A. DE C.V.","PAGADOR EJEMPLO 282, S.A. DE C.V.",DSB1745-551,2025-07-31,47.9,32566.68,USD,29308.55,1810.87,1081.96,,325.67,140.66,0,19394.6,On Time,0.8999551074902323
Abaco Financial,CLIAB001282,"EMPRESA EJEMPLO 283, S.A. DE C.V.","PAGADOR EJEMPLO 283, S.A. DE C.V.",DSB5677-685,2025-09-19,17.17,8091.56,USD,7631.25,793.39,165.01,,80.92,21.45,0,1402.06,On Time,0.9431123293901299
Abaco Financial,CLIAB001282,"EMPRESA EJEMPLO 283, S.A. DE C.V.","PAGADOR EJEMPLO 283, S.A. DE C.V.",DSB5677-685,2025-05-20,3.43,5760.22,USD,5023.54,435.6,209.54,,57.6,27.24,0,365.37,On Time,0.8721090513903983
Abaco Financial,CLIAB001282,"EMPRESA EJEMPLO 283, S.A. DE C.V.","PAGADOR EJEMPLO 283, S.A. DE C.V.",DSB5677-685,2025-06-22,99.89,7240.56,USD,6261.92,506.42,341.26,,72.41,44.36,0,2117.18,Late,0.8648391837095473
Abaco Financial,CLIAB001283,"EMPRESA EJEMPLO 284, S.A. DE C.V.","PAGADOR EJEMPLO 284, S.A. DE C.V.",DSB9532-138,2026-01-29,2.45,46563.85,USD,41020.11,3739.55,1662.92,,465.64,216.18,0,26830.09,On Time,0.8809432639268445
Abaco Financial,CLIAB001283,"EMPRESA EJEMPLO 284, S.A. DE C.V.","PAGADOR EJEMPLO 284, S.A. DE C.V.",DSB9532-138,2025-11-05,91.35,40316.06,USD,34292.53,2774.15,882.71,,403.16,114.75,0,14104.81,On Time,0.850592294981206
Abaco Financial,CLIAB001284,"EMPRESA EJEMPLO 285, S.A. DE C.V.","PAGADOR EJEMPLO 285, S.A. DE C.V.",DSB9913-464,2026-02-21,21.46,1351.96,USD,1271.65,125.97,54.38,,13.52,7.07,0,124.08,On Time,0.94059735495133
Abaco Financial,CLIAB001284,"EMPRESA EJEMPLO 285, S.A. DE C.V.","PAGADOR EJEMPLO 285, S.A. DE C.V.",DSB9913-464,2025-12-31,6.39,1336.72,USD,1247.55,116.48,60.68,,13.37,7.89,0,6.15,On Time,0.9332919384762702
Abaco Financial,CLIAB001284,"EMPRESA EJEMPLO 285, S.A. DE C.V.","PAGADOR EJEMPLO 285, S.A. DE C.V.",DSB9913-464,2025-10-31,72.67,1426.96,USD,1330.45,120.06,58.54,,14.27,7.61,0,183.41,Late,0.9323667096484834
Abaco Financial,CLIAB001285,"EMPRESA EJEMPLO 286, S.A. DE C.V.","PAGADOR EJEMPLO 286, S.A. DE C.V.",DSB7393-541,2025-10-16,51.02,35087.89,USD,31314.82,2022.75,1550.61,,350.88,201.58,0,16885.44,On Time,0.892468028143043
Abaco Financial,CLIAB001285,"EMPRESA EJEMPLO 286, S.A. DE C.V.","PAGADOR EJEMPLO 286, S.A. DE C.V.",DSB7393-541,2026-01-30,28.76,32755.38,USD,29309.5,1835.58,1073.83,,327.55,139.6,0,2769.61,On Time,0.8947995718565926
Abaco Financial,CLIAB001286,"EMPRESA EJEMPLO 287, S.A. DE C.V.","PAGADOR EJEMPLO 287, S.A. DE C.V.",DSB8147-366,2025-09-20,70.79,15404.64,USD,14265.71,1140.5,738.61,,154.05,96.02,0,5865.69,On Time,0.9260657827771372
Abaco Financial,CLIAB001286,"EMPRESA EJEMPLO 287, S.A. DE C.V.","PAGADOR EJEMPLO 287, S.A. DE C.V.",DSB8147-366,2025-11-15,38.51,16345.31,USD,15253.59,1112.52,431.53,,163.45,56.1,0,5800.47,On Time,0.9332089755409962
Abaco Financial,CLIAB001287,"EMPRESA EJEMPLO 288, S.A. DE C.V.","PAGADOR EJEMPLO 288, S.A. DE C.V.",DSB3407-363,2025-08-25,7.01,18674.04,USD,16345.78,1166.13,704.22,,186.74,91.55,0,36.94,On Time,0.8753210339058929
Abaco Technologies,CLIAB001288,"EMPRESA EJEMPLO 289, S.A. DE C.V.","PAGADOR EJEMPLO 289, S.A. DE C.V.",DSB4586-729,2025-07-05,27.86,12980.0,USD,11947.83,869.12,302.85,,129.8,39.37,0,6185.55,On Time,0.9204799691833591
Abaco Technologies,CLIAB001288,"EMPRESA EJEMPLO 289, S.A. DE C.V.","PAGADOR EJEMPLO 289, S.A. DE C.V.",DSB4586-729,2025-06-14,45.23,14396.8,USD,12697.29,837.57,476.18,,143.97,61.9,0,129.13,On Time,0.8819522393865304
Abaco Technologies,CLIAB001288,"EMPRESA EJEMPLO 289, S.A. DE C.V.","PAGADOR EJEMPLO 289, S.A. DE C.V.",DSB4586-729,2025-02-22,50.92,11186.4,USD,9635.5,750.34,547.45,,111.86,71.17,0,5030.89,On Time,0.8613584352427949
Abaco Technologies,CLIAB001288,"EMPRESA EJEMPLO 289, S.A. DE C.V.","PAGADOR EJEMPLO 289, S.A. DE C.V.",DSB4586-729,2025-04-01,15.78,11895.81,USD,10138.97,892.38,410.5,,118.96,53.37,0,6127.31,On Time,0.8523143863259416
Abaco Technologies,CLIAB001289,"EMPRESA EJEMPLO 290, S.A. DE C.V.","PAGADOR EJEMPLO 290, S.A. DE C.V.",DSB9113-050,2025-03-21,52.19,81731.14,USD,75624.33,5238.96,2171.09,,817.31,282.24,0,6146.41,On Time,0.9252817224866802
Abaco Financial,CLIAB001290,"EMPRESA EJEMPLO 291, S.A. DE C.V.","PAGADOR EJEMPLO 291, S.A. DE C.V.",DSB6362-692,2025-02-06,75.94,39956.97,USD,36441.91,2585.8,902.76,,399.57,117.36,0,5053.55,On Time,0.9120288650515793
Abaco Technologies,CLIAB001291,"EMPRESA EJEMPLO 292, S.A. DE C.V.","PAGADOR EJEMPLO 292, S.A. DE C.V.",DSB8095-747,2025-09-28,38.54,8223.09,USD,7567.67,467.37,267.26,,82.23,34.74,0,1402.56,Late,0.9202951688477202
