Company,Customer ID,Cliente,Pagador,Loan ID,Payment Date,TPV,Total Payment,Currency,Principal Payment,Interest Payment,Fee Payment,Other Payment,Tax Payment,All Rebates,Outstanding Loan Value,interest_burden
Abaco Technologies,CLIAB001211,"EMPRESA EJEMPLO 212, S.A. DE C.V.","PAGADOR EJEMPLO 212, S.A. DE C.V.",DSB5167-224,2025-03-06,82099.7,90309.67,USD,82099.7,8209.97,2709.29,,903.1,,0,0.09090909090909094
Abaco Technologies,CLIAB001212,"EMPRESA EJEMPLO 213, S.A. DE C.V.","PAGADOR EJEMPLO 213, S.A. DE C.V.",DSB8196-185,2025-11-14,77224.53,84946.98,USD,77224.53,7722.45,2548.41,,849.47,,0,0.09090905880350308
Abaco Financial,CLIAB001213,"EMPRESA EJEMPLO 214, S.A. DE C.V.","PAGADOR EJEMPLO 214, S.A. DE C.V.",DSB4783-965,2025-03-09,81143.47,89257.82,USD,81143.47,8114.35,2677.73,,892.58,,0,0.09090912146409136
Abaco Financial,CLIAB001214,"EMPRESA EJEMPLO 215, S.A. DE C.V.","PAGADOR EJEMPLO 215, S.A. DE C.V.",DSB9656-167,2025-07-15,47816.3,52597.93,USD,47816.3,4781.63,1577.94,,525.98,,0,0.09090909090909083
Abaco Financial,CLIAB001215,"EMPRESA EJEMPLO 216, S.A. DE C.V.","PAGADOR EJEMPLO 216, S.A. DE C.V.",DSB6500-922,2025-01-27,39699.69,43669.66,USD,39699.69,3969.97,1310.09,,436.7,,0,0.0909091117265397
Abaco Technologies,CLIAB001216,"EMPRESA EJEMPLO 217, S.A. DE C.V.","PAGADOR EJEMPLO 217, S.A. DE C.V.",DSB1778-118,2025-10-15,45133.3,49646.63,USD,45133.3,4513.33,1489.4,,496.47,,0,0.09090909090909083
Abaco Financial,CLIAB001217,"EMPRESA EJEMPLO 218, S.A. DE C.V.","PAGADOR EJEMPLO 218, S.A. DE C.V.",DSB6005-091,2024-11-26,90646.95,99711.65,USD,90646.95,9064.7,2991.35,,997.12,,0,0.09090913649508359
Abaco Technologies,CLIAB001218,"EMPRESA EJEMPLO 219, S.A. DE C.V.","PAGADOR EJEMPLO 219, S.A. DE C.V.",DSB3049-979,2025-06-14,35012.49,38513.74,USD,35012.49,3501.25,1155.41,,385.14,,0,0.09090911451341777
Abaco Technologies,CLIAB001219,"EMPRESA EJEMPLO 220, S.A. DE C.V.","PAGADOR EJEMPLO 220, S.A. DE C.V.",DSB8759-590,2025-09-03,27843.6,30627.96,USD,27843.6,2784.36,918.84,,306.28,,0,0.09090909090909094
Abaco Technologies,CLIAB001220,"EMPRESA EJEMPLO 221, S.A. DE C.V.","PAGADOR EJEMPLO 221, S.A. DE C.V.",DSB1024-613,2025-09-29,38469.17,42316.09,USD,38469.17,3846.92,1269.48,,423.16,,0,0.09090915535910804
Abaco Technologies,CLIAB001221,"EMPRESA EJEMPLO 222, S.A. DE C.V.","PAGADOR EJEMPLO 222, S.A. DE C.V.",DSB2022-909,2025-04-27,18354.99,20190.49,USD,18354.99,1835.5,605.71,,201.9,,0,0.09090913593478911
Abaco Financial,CLIAB001222,"EMPRESA EJEMPLO 223, S.A. DE C.V.","PAGADOR EJEMPLO 223, S.A. DE C.V.",DSB8676-590,2025-11-04,35409.58,38950.54,USD,35409.58,3540.96,1168.52,,389.51,,0,0.09090913758833641
Abaco Technologies,CLIAB001223,"EMPRESA EJEMPLO 224, S.A. DE C.V.","PAGADOR EJEMPLO 224, S.A. DE C.V.",DSB1701-145,2026-02-21,73980.84,81378.92,USD,73980.84,7398.08,2441.37,,813.79,,0,0.09090904622474716
Abaco Financial,CLIAB001224,"EMPRESA EJEMPLO 225, S.A. DE C.V.","PAGADOR EJEMPLO 225, S.A. DE C.V.",DSB1175-070,2024-12-21,86603.93,95264.32,USD,86603.93,8660.39,2857.93,,952.64,,0,0.09090906228061058
Abaco Financial,CLIAB001225,"EMPRESA EJEMPLO 226, S.A. DE C.V.","PAGADOR EJEMPLO 226, S.A. DE C.V.",DSB4275-120,2025-03-25,34825.78,38308.36,USD,34825.78,3482.58,1149.25,,383.08,,0,0.09090913837084125
Abaco Financial,CLIAB001226,"EMPRESA EJEMPLO 227, S.A. DE C.V.","PAGADOR EJEMPLO 227, S.A. DE C.V.",DSB5425-041,2025-07-11,94296.31,103725.94,USD,94296.31,9429.63,3111.78,,1037.26,,0,0.09090908214473647
Abaco Financial,CLIAB001227,"EMPRESA EJEMPLO 228, S.A. DE C.V.","PAGADOR EJEMPLO 228, S.A. DE C.V.",DSB6860-507,2025-06-10,50614.15,55675.57,USD,50614.15,5061.42,1670.27,,556.76,,0,0.09090917255090514
Abaco Financial,CLIAB001228,"EMPRESA EJEMPLO 229, S.A. DE C.V.","PAGADOR EJEMPLO 229, S.A. DE C.V.",DSB6148-101,2025-05-23,14986.53,16485.18,USD,14986.53,1498.65,494.56,,164.85,,0,0.09090892547124141
Abaco Financial,CLIAB001229,"EMPRESA EJEMPLO 230, S.A. DE C.V.","PAGADOR EJEMPLO 230, S.A. DE C.V.",DSB1563-712,2025-06-08,95774.97,105352.47,USD,95774.97,9577.5,3160.57,,1053.52,,0,0.09090911679621749
Abaco Financial,CLIAB001230,"EMPRESA EJEMPLO 231, S.A. DE C.V.","PAGADOR EJEMPLO 231, S.A. DE C.V.",DSB4810-438,2025-09-21,14780.6,16258.66,USD,14780.6,1478.06,487.76,,162.59,,0,0.09090909090909083
Abaco Financial,CLIAB001231,"EMPRESA EJEMPLO 232, S.A. DE C.V.","PAGADOR EJEMPLO 232, S.A. DE C.V.",DSB7581-186,2025-04-01,13054.43,14359.87,USD,13054.43,1305.44,430.8,,143.6,,0,0.09090890098587245
Abaco Financial,CLIAB001232,"EMPRESA EJEMPLO 233, S.A. DE C.V.","PAGADOR EJEMPLO 233, S.A. DE C.V.",DSB2261-767,2025-05-28,59834.78,65818.26,USD,59834.78,5983.48,1974.55,,658.18,,0,0.09090911853336747
Abaco Technologies,CLIAB001233,"EMPRESA EJEMPLO 234, S.A. DE C.V.","PAGADOR EJEMPLO 234, S.A. DE C.V.",DSB6274-866,2025-11-15,60652.76,66718.04,USD,60652.76,6065.28,2001.54,,667.18,,0,0.09090914541254502
Abaco Technologies,CLIAB001234,"EMPRESA EJEMPLO 235, S.A. DE C.V.","PAGADOR EJEMPLO 235, S.A. DE C.V.",DSB6803-078,2026-01-01,75671.1,83238.21,USD,75671.1,7567.11,2497.15,,832.38,,0,0.09090909090909094
Abaco Financial,CLIAB001235,"EMPRESA EJEMPLO 236, S.A. DE C.V.","PAGADOR EJEMPLO 236, S.A. DE C.V.",DSB1039-522,2025-08-15,27273.35,30000.69,USD,27273.35,2727.34,900.02,,300.01,,0,0.09090924242075771
Abaco Financial,CLIAB001236,"EMPRESA EJEMPLO 237, S.A. DE C.V.","PAGADOR EJEMPLO 237, S.A. DE C.V.",DSB6826-546,2025-03-20,22859.46,25145.41,USD,22859.46,2285.95,754.36,,251.45,,0,0.09090923552250696
Abaco Financial,CLIAB001237,"EMPRESA EJEMPLO 238, S.A. DE C.V.","PAGADOR EJEMPLO 238, S.A. DE C.V.",DSB8292-613,2025-04-13,20267.63,22294.39,USD,20267.63,2026.76,668.83,,222.94,,0,0.09090896857909092
Abaco Financial,CLIAB001238,"EMPRESA EJEMPLO 239, S.A. DE C.V.","PAGADOR EJEMPLO 239, S.A. DE C.V.",DSB1855-543,2025-12-01,14246.57,15671.23,USD,14246.57,1424.66,470.14,,156.71,,0,0.0909092649396378
Abaco Technologies,CLIAB001239,"EMPRESA EJEMPLO 240, S.A. DE C.V.","PAGADOR EJEMPLO 240, S.A. DE C.V.",DSB4144-398,2025-01-13,33026.54,36329.19,USD,33026.54,3302.65,1089.88,,363.29,,0,0.09090899081427362
Abaco Technologies,CLIAB001240,"EMPRESA EJEMPLO 241, S.A. DE C.V.","PAGADOR EJEMPLO 241, S.A. DE C.V.",DSB1878-029,2025-11-26,27319.26,30051.19,USD,27319.26,2731.93,901.54,,300.51,,0,0.09090921191473622
Abaco Technologies,CLIAB001241,"EMPRESA EJEMPLO 242, S.A. DE C.V.","PAGADOR EJEMPLO 242, S.A. DE C.V.",DSB6508-244,2025-11-22,73998.35,81398.19,USD,73998.35,7399.84,2441.95,,813.98,,0,0.09090914675129746
Abaco Technologies,CLIAB001242,"EMPRESA EJEMPLO 243, S.A. DE C.V.","PAGADOR EJEMPLO 243, S.A. DE C.V.",DSB9760-764,2025-10-29,95578.13,105135.94,USD,95578.13,9557.81,3154.08,,1051.36,,0,0.09090906496864914
Abaco Technologies,CLIAB001243,"EMPRESA EJEMPLO 244, S.A. DE C.V.","PAGADOR EJEMPLO 244, S.A. DE C.V.",DSB4072-525,2025-08-02,4804.21,5284.63,USD,4804.21,480.42,158.54,,52.85,,0,0.09090891888363051
Abaco Technologies,CLIAB001244,"EMPRESA EJEMPLO 245, S.A. DE C.V.","PAGADOR EJEMPLO 245, S.A. DE C.V.",DSB6813-638,2025-03-02,89049.7,97954.67,USD,89049.7,8904.97,2938.64,,979.55,,0,0.09090909090909094
Abaco Technologies,CLIAB001245,"EMPRESA EJEMPLO 246, S.A. DE C.V.","PAGADOR EJEMPLO 246, S.A. DE C.V.",DSB7310-300,2025-05-30,9394.41,10333.85,USD,9394.41,939.44,310.02,,103.34,,0,0.09090900293694992
Abaco Technologies,CLIAB001246,"EMPRESA EJEMPLO 247, S.A. DE C.V.","PAGADOR EJEMPLO 247, S.A. DE C.V.",DSB3718-767,2025-09-01,35971.89,39569.08,USD,35971.89,3597.19,1187.07,,395.69,,0,0.09090911388387102
Abaco Financial,CLIAB001247,"EMPRESA EJEMPLO 248, S.A. DE C.V.","PAGADOR EJEMPLO 248, S.A. DE C.V.",DSB6958-848,2025-02-06,10741.17,11815.29,USD,10741.17,1074.12,354.46,,118.15,,0,0.09090932173480304
Abaco Technologies,CLIAB001248,"EMPRESA EJEMPLO 249, S.A. DE C.V.","PAGADOR EJEMPLO 249, S.A. DE C.V.",DSB8140-486,2024-12-18,30249.03,33273.93,USD,30249.03,3024.9,998.22,,332.74,,0,0.09090900894484066
Abaco Technologies,CLIAB001249,"EMPRESA EJEMPLO 250, S.A. DE C.V.","PAGADOR EJEMPLO 250, S.A. DE C.V.",DSB2470-786,2024-12-16,7856.18,8641.8,USD,7856.18,785.62,259.25,,86.42,,0,0.09090930130296915
Abaco Financial,CLIAB001250,"EMPRESA EJEMPLO 251, S.A. DE C.V.","PAGADOR EJEMPLO 251, S.A. DE C.V.",DSB6554-736,2026-01-14,12281.71,13509.88,USD,12281.71,1228.17,405.3,,135.1,,0,0.09090902361827047
Abaco Financial,CLIAB001251,"EMPRESA EJEMPLO 252, S.A. DE C.V.","PAGADOR EJEMPLO 252, S.A. DE C.V.",DSB8916-012,2025-03-11,60254.63,66280.09,USD,60254.63,6025.46,1988.4,,662.8,,0,0.09090904976139891
Abaco Technologies,CLIAB001252,"EMPRESA EJEMPLO 253, S.A. DE C.V.","PAGADOR EJEMPLO 253, S.A. DE C.V.",DSB1919-866,2026-03-18,92903.44,102193.78,USD,92903.44,9290.34,3065.81,,1021.94,,0,0.09090905532606774
Abaco Financial,CLIAB001253,"EMPRESA EJEMPLO 254, S.A. DE C.V.","PAGADOR EJEMPLO 254, S.A. DE C.V.",DSB3221-351,2025-07-24,84804.92,93285.41,USD,84804.92,8480.49,2798.56,,932.85,,0,0.09090907141856375
Abaco Financial,CLIAB001254,"EMPRESA EJEMPLO 255, S.A. DE C.V.","PAGADOR EJEMPLO 255, S.A. DE C.V.",DSB7859-825,2025-11-01,18878.87,20766.76,USD,18878.87,1887.89,623.0,,207.67,,0,0.09090922223784548
Abaco Financial,CLIAB001255,"EMPRESA EJEMPLO 256, S.A. DE C.V.","PAGADOR EJEMPLO 256, S.A. DE C.V.",DSB8498-634,2025-07-16,11686.43,12855.07,USD,11686.43,1168.64,385.65,,128.55,,0,0.0909088787536746
Abaco Technologies,CLIAB001256,"EMPRESA EJEMPLO 257, S.A. DE C.V.","PAGADOR EJEMPLO 257, S.A. DE C.V.",DSB9043-108,2025-02-10,76060.32,83666.35,USD,76060.32,7606.03,2509.99,,836.66,,0,0.09090906917775188
Abaco Financial,CLIAB001257,"EMPRESA EJEMPLO 258, S.A. DE C.V.","PAGADOR EJEMPLO 258, S.A. DE C.V.",DSB5091-889,2025-07-12,87836.71,96620.38,USD,87836.71,8783.67,2898.61,,966.2,,0,0.09090908150019694
Abaco Financial,CLIAB001258,"EMPRESA EJEMPLO 259, S.A. DE C.V.","PAGADOR EJEMPLO 259, S.A. DE C.V.",DSB4374-982,2025-09-28,20201.43,22221.57,USD,20201.43,2020.14,666.65,,222.22,,0,0.09090896817821603
Abaco Technologies,CLIAB001259,"EMPRESA EJEMPLO 260, S.A. DE C.V.","PAGADOR EJEMPLO 260, S.A. DE C.V.",DSB3482-674,2025-09-28,69100.53,76010.58,USD,69100.53,6910.05,2280.32,,760.11,,0,0.09090905502891833
Abaco Technologies,CLIAB001260,"EMPRESA EJEMPLO 261, S.A. DE C.V.","PAGADOR EJEMPLO 261, S.A. DE C.V.",DSB4680-851,2025-08-02,21045.58,23150.14,USD,21045.58,2104.56,694.5,,231.5,,0,0.09090916944778726
Abaco Financial,CLIAB001261,"EMPRESA EJEMPLO 262, S.A. DE C.V.","PAGADOR EJEMPLO 262, S.A. DE C.V.",DSB2011-833,2025-09-30,13346.69,14681.36,USD,13346.69,1334.67,440.44,,146.81,,0,0.09090915283052792
Abaco Financial,CLIAB001262,"EMPRESA EJEMPLO 263, S.A. DE C.V.","PAGADOR EJEMPLO 263, S.A. DE C.V.",DSB8249-710,2025-07-10,18658.89,20524.78,USD,18658.89,1865.89,615.74,,205.25,,0,0.09090913520144916
Abaco Technologies,CLIAB001263,"EMPRESA EJEMPLO 264, S.A. DE C.V.","PAGADOR EJEMPLO 264, S.A. DE C.V.",DSB2906-951,2025-09-22,51500.86,56650.95,USD,51500.86,5150.09,1699.53,,566.51,,0,0.09090915509801678
Abaco Financial,CLIAB001264,"EMPRESA EJEMPLO 265, S.A. DE C.V.","PAGADOR EJEMPLO 265, S.A. DE C.V.",DSB7081-695,2025-09-11,80693.91,88763.3,USD,80693.91,8069.39,2662.9,,887.63,,0,0.09090908066734782
Abaco Financial,CLIAB001265,"EMPRESA EJEMPLO 266, S.A. DE C.V.","PAGADOR EJEMPLO 266, S.A. DE C.V.",DSB8997-392,2026-02-10,71060.41,78166.45,USD,71060.41,7106.04,2344.99,,781.66,,0,0.09090907927889769
Abaco Technologies,CLIAB001266,"EMPRESA EJEMPLO 267, S.A. DE C.V.","PAGADOR EJEMPLO 267, S.A. DE C.V.",DSB7409-280,2025-01-13,9771.44,10748.58,USD,9771.44,977.14,322.46,,107.49,,0,0.09090875259801756
Abaco Technologies,CLIAB001267,"EMPRESA EJEMPLO 268, S.A. DE C.V.","PAGADOR EJEMPLO 268, S.A. DE C.V.",DSB2460-428,2026-02-06,64117.77,70529.55,USD,64117.77,6411.78,2115.89,,705.3,,0,0.09090912957760267
Abaco Financial,CLIAB001268,"EMPRESA EJEMPLO 269, S.A. DE C.V.","PAGADOR EJEMPLO 269, S.A. DE C.V.",DSB3139-580,2025-06-06,19263.15,21189.47,USD,19263.15,1926.32,635.68,,211.89,,0,0.09090930542387321
Abaco Technologies,CLIAB001269,"EMPRESA EJEMPLO 270, S.A. DE C.V.","PAGADOR EJEMPLO 270, S.A. DE C.V.",DSB7338-540,2025-03-26,52289.8,57518.78,USD,52289.8,5228.98,1725.56,,575.19,,0,0.09090909090909083
Abaco Financial,CLIAB001270,"EMPRESA EJEMPLO 271, S.A. DE C.V.","PAGADOR EJEMPLO 271, S.A. DE C.V.",DSB6188-048,2025-08-30,19424.04,21366.44,USD,19424.04,1942.4,640.99,,213.66,,0,0.09090892071865964
Abaco Technologies,CLIAB001271,"EMPRESA EJEMPLO 272, S.A. DE C.V.","PAGADOR EJEMPLO 272, S.A. DE C.V.",DSB9872-122,2024-11-15,50149.65,55164.62,USD,50149.65,5014.97,1654.94,,551.65,,0,0.09090917330709436
Abaco Financial,CLIAB001272,"EMPRESA EJEMPLO 273, S.A. DE C.V.","PAGADOR EJEMPLO 273, S.A. DE C.V.",DSB3395-003,2025-06-21,75386.13,82924.74,USD,75386.13,7538.61,2487.74,,829.25,,0,0.09090905802056182
Abaco Financial,CLIAB001273,"EMPRESA EJEMPLO 274, S.A. DE C.V.","PAGADOR EJEMPLO 274, S.A. DE C.V.",DSB4750-263,2024-12-11,28285.62,31114.18,USD,28285.62,2828.56,933.43,,311.14,,0,0.09090903247329674
Abaco Financial,CLIAB001274,"EMPRESA EJEMPLO 275, S.A. DE C.V.","PAGADOR EJEMPLO 275, S.A. DE C.V.",DSB8567-847,2025-01-26,85455.87,94001.46,USD,85455.87,8545.59,2820.04,,940.01,,0,0.09090911992218009
Abaco Financial,CLIAB001275,"EMPRESA EJEMPLO 276, S.A. DE C.V.","PAGADOR EJEMPLO 276, S.A. DE C.V.",DSB3891-253,2025-03-17,9556.04,10511.64,USD,9556.04,955.6,315.35,,105.12,,0,0.09090874497224022
Abaco Financial,CLIAB001276,"EMPRESA EJEMPLO 277, S.A. DE C.V.","PAGADOR EJEMPLO 277, S.A. DE C.V.",DSB6710-853,2025-01-18,82958.97,91254.87,USD,82958.97,8295.9,2737.65,,912.55,,0,0.09090912079541613
Abaco Technologies,CLIAB001277,"EMPRESA EJEMPLO 278, S.A. DE C.V.","PAGADOR EJEMPLO 278, S.A. DE C.V.",DSB6969-354,2025-11-19,19927.88,21920.67,USD,19927.88,1992.79,657.62,,219.21,,0,0.09090917385280639
Abaco Technologies,CLIAB001278,"EMPRESA EJEMPLO 279, S.A. DE C.V.","PAGADOR EJEMPLO 279, S.A. DE C.V.",DSB2305-675,2025-10-24,23306.38,25637.02,USD,23306.38,2330.64,769.11,,256.37,,0,0.0909091618292609
Abaco Financial,CLIAB001279,"EMPRESA EJEMPLO 280, S.A. DE C.V.","PAGADOR EJEMPLO 280, S.A. DE C.V.",DSB3605-774,2025-01-11,72558.62,79814.48,USD,72558.62,7255.86,2394.43,,798.14,,0,0.09090906812899113
Abaco Financial,CLIAB001280,"EMPRESA EJEMPLO 281, S.A. DE C.V.","PAGADOR EJEMPLO 281, S.A. DE C.V.",DSB3758-952,2024-12-22,17411.68,19152.85,USD,17411.68,1741.17,574.59,,191.53,,0,0.09090918583918317
Abaco Financial,CLIAB001281,"EMPRESA EJEMPLO 282, S.A. DE C.V.","PAGADOR EJEMPLO 282, S.A. DE C.V.",DSB1745-551,2025-05-30,54997.76,60497.54,USD,54997.76,5499.78,1814.93,,604.98,,0,0.09090915101671904
Abaco Financial,CLIAB001282,"EMPRESA EJEMPLO 283, S.A. DE C.V.","PAGADOR EJEMPLO 283, S.A. DE C.V.",DSB5677-685,2025-08-03,20935.01,23028.51,USD,20935.01,2093.5,690.86,,230.29,,0,0.09090905143233319
Abaco Financial,CLIAB001283,"EMPRESA EJEMPLO 284, S.A. DE C.V.","PAGADOR EJEMPLO 284, S.A. DE C.V.",DSB9532-138,2026-03-24,87905.18,96695.7,USD,87905.18,8790.52,2900.87,,966.96,,0,0.09090910971222099
Abaco Financial,CLIAB001284,"EMPRESA EJEMPLO 285, S.A. DE C.V.","PAGADOR EJEMPLO 285, S.A. DE C.V.",DSB9913-464,2026-02-06,3689.57,4058.53,USD,3689.57,368.96,121.76,,40.59,,0,0.09090976289444697
Abaco Financial,CLIAB001285,"EMPRESA EJEMPLO 286, S.A. DE C.V.","PAGADOR EJEMPLO 286, S.A. DE C.V.",DSB7393-541,2026-02-17,66021.23,72623.35,USD,66021.23,6602.12,2178.7,,726.23,,0,0.0909090533554292
Abaco Financial,CLIAB001286,"EMPRESA EJEMPLO 287, S.A. DE C.V.","PAGADOR EJEMPLO 287, S.A. DE C.V.",DSB8147-366,2025-09-07,29426.66,32369.33,USD,29426.66,2942.67,971.08,,323.69,,0,0.09090920324887797
Abaco Financial,CLIAB001287,"EMPRESA EJEMPLO 288, S.A. DE C.V.","PAGADOR EJEMPLO 288, S.A. DE C.V.",DSB3407-363,2025-07-31,16637.53,18301.28,USD,16637.53,1663.75,549.04,,183.01,,0,0.09090894188821763
Abaco Technologies,CLIAB001288,"EMPRESA EJEMPLO 289, S.A. DE C.V.","PAGADOR EJEMPLO 289, S.A. DE C.V.",DSB4586-729,2025-08-03,51198.06,56317.87,USD,51198.06,5119.81,1689.54,,563.18,,0,0.09090915547764866
Abaco Technologies,CLIAB001289,"EMPRESA EJEMPLO 290, S.A. DE C.V.","PAGADOR EJEMPLO 290, S.A. DE C.V.",DSB9113-050,2025-05-30,80060.73,88066.8,USD,80060.73,8006.07,2642.0,,880.67,,0,0.09090905994086318
Abaco Financial,CLIAB001290,"EMPRESA EJEMPLO 291, S.A. DE C.V.","PAGADOR EJEMPLO 291, S.A. DE C.V.",DSB6362-692,2025-04-06,49050.54,53955.59,USD,49050.54,4905.05,1618.67,,539.56,,0,0.09090902351359698
Abaco Technologies,CLIAB001291,"EMPRESA EJEMPLO 292, S.A. DE C.V.","PAGADOR EJEMPLO 292, S.A. DE C.V.",DSB8095-747,2025-07-26,13852.82,15238.1,USD,13852.82,1385.28,457.14,,152.38,,0,0.09090897159094646
Abaco Technologies,CLIAB001292,"EMPRESA EJEMPLO 293, S.A. DE C.V.","PAGADOR EJEMPLO 293, S.A. DE C.V.",DSB3188-575,2025-10-06,97372.28,107109.51,USD,97372.28,9737.23,3213.29,,1071.1,,0,0.09090910788407114
Abaco Technologies,CLIAB001293,"EMPRESA EJEMPLO 294, S.A. DE C.V.","PAGADOR EJEMPLO 294, S.A. DE C.V.",DSB6631-727,2025-03-27,90228.31,99251.14,USD,90228.31,9022.83,2977.53,,992.51,,0,0.09090908174959
Abaco Financial,CLIAB001294,"EMPRESA EJEMPLO 295, S.A. DE C.V.","PAGADOR EJEMPLO 295, S.A. DE C.V.",DSB2568-120,2025-12-24,25189.65,27708.62,USD,25189.65,2518.97,831.26,,277.09,,0,0.09090925495387348
Abaco Technologies,CLIAB001295,"EMPRESA EJEMPLO 296, S.A. DE C.V.","PAGADOR EJEMPLO 296, S.A. DE C.V.",DSB7410-010,2025-05-27,19934.78,21928.26,USD,19934.78,1993.48,657.85,,219.28,,0,0.09090917382409724
Abaco Financial,CLIAB001296,"EMPRESA EJEMPLO 297, S.A. DE C.V.","PAGADOR EJEMPLO 297, S.A. DE C.V.",DSB5112-941,2025-10-10,63780.07,70158.08,USD,63780.07,6378.01,2104.74,,701.58,,0,0.090909129782343
Abaco Financial,CLIAB001297,"EMPRESA EJEMPLO 298, S.A. DE C.V.","PAGADOR EJEMPLO 298, S.A. DE C.V.",DSB2000-973,2025-10-26,85717.99,94289.79,USD,85717.99,8571.8,2828.69,,942.9,,0,0.09090910055054735
Abaco Technologies,CLIAB001298,"EMPRESA EJEMPLO 299, S.A. DE C.V.","PAGADOR EJEMPLO 299, S.A. DE C.V.",DSB8342-680,2025-04-27,22051.79,24256.97,USD,22051.79,2205.18,727.71,,242.57,,0,0.09090912838660392
Abaco Financial,CLIAB001299,"EMPRESA EJEMPLO 300, S.A. DE C.V.","PAGADOR EJEMPLO 300, S.A. DE C.V.",DSB8475-539,2025-12-16,79056.29,86961.92,USD,79056.29,7905.63,2608.86,,869.62,,0,0.09090910136298747
Abaco Technologies,CLIAB001300,"EMPRESA EJEMPLO 301, S.A. DE C.V.","PAGADOR EJEMPLO 301, S.A. DE C.V.",DSB4700-251,2025-04-13,38570.79,42427.87,USD,38570.79,3857.08,1272.84,,424.28,,0,0.09090911233583021
Abaco Financial,CLIAB001301,"EMPRESA EJEMPLO 302, S.A. DE C.V.","PAGADOR EJEMPLO 302, S.A. DE C.V.",DSB4776-930,2024-11-20,2782.01,3060.21,USD,2782.01,278.2,91.81,,30.6,,0,0.09090879384094552
Abaco Technologies,CLIAB001302,"EMPRESA EJEMPLO 303, S.A. DE C.V.","PAGADOR EJEMPLO 303, S.A. DE C.V.",DSB2255-475,2025-06-28,80685.77,88754.35,USD,80685.77,8068.58,2662.63,,887.54,,0,0.09090912163741838
Abaco Financial,CLIAB001303,"EMPRESA EJEMPLO 304, S.A. DE C.V.","PAGADOR EJEMPLO 304, S.A. DE C.V.",DSB8780-925,2025-08-01,87402.63,96142.89,USD,87402.63,8740.26,2884.29,,961.43,,0,0.09090906254222231
Abaco Technologies,CLIAB001304,"EMPRESA EJEMPLO 305, S.A. DE C.V.","PAGADOR EJEMPLO 305, S.A. DE C.V.",DSB5204-915,2025-10-28,47408.03,52148.83,USD,47408.03,4740.8,1564.46,,521.49,,0,0.09090903861122102
Abaco Technologies,CLIAB001305,"EMPRESA EJEMPLO 306, S.A. DE C.V.","PAGADOR EJEMPLO 306, S.A. DE C.V.",DSB7424-750,2025-06-03,90386.6,99425.26,USD,90386.6,9038.66,2982.76,,994.25,,0,0.09090909090909083
Abaco Financial,CLIAB001306,"EMPRESA EJEMPLO 307, S.A. DE C.V.","PAGADOR EJEMPLO 307, S.A. DE C.V.",DSB6284-772,2025-03-09,83977.07,92374.78,USD,83977.07,8397.71,2771.24,,923.75,,0,0.09090912043308785
Abaco Technologies,CLIAB001307,"EMPRESA EJEMPLO 308, S.A. DE C.V.","PAGADOR EJEMPLO 308, S.A. DE C.V.",DSB8105-679,2025-11-04,22802.3,25082.53,USD,22802.3,2280.23,752.48,,250.83,,0,0.09090909090909094
Abaco Technologies,CLIAB001308,"EMPRESA EJEMPLO 309, S.A. DE C.V.","PAGADOR EJEMPLO 309, S.A. DE C.V.",DSB2341-747,2025-12-20,95626.62,105189.28,USD,95626.62,9562.66,3155.68,,1051.89,,0,0.0909090736242325
Abaco Financial,CLIAB001309,"EMPRESA EJEMPLO 310, S.A. DE C.V.","PAGADOR EJEMPLO 310, S.A. DE C.V.",DSB8819-431,2025-01-09,34740.75,38214.83,USD,34740.75,3474.08,1146.44,,382.15,,0,0.09090920985387085
Abaco Financial,CLIAB001310,"EMPRESA EJEMPLO 311, S.A. DE C.V.","PAGADOR EJEMPLO 311, S.A. DE C.V.",DSB9124-589,2026-02-28,67966.21,74762.83,USD,67966.21,6796.62,2242.88,,747.63,,0,0.09090907874942666
Abaco Financial,CLIAB001311,"EMPRESA EJEMPLO 312, S.A. DE C.V.","PAGADOR EJEMPLO 312, S.A. DE C.V.",DSB6767-435,2025-08-11,47816.82,52598.5,USD,47816.82,4781.68,1577.96,,525.99,,0,0.09090905634191093
Abaco Financial,CLIAB001312,"EMPRESA EJEMPLO 313, S.A. DE C.V.","PAGADOR EJEMPLO 313, S.A. DE C.V.",DSB3649-280,2025-05-19,90830.64,99913.7,USD,90830.64,9083.06,2997.41,,999.14,,0,0.09090905451404563
Abaco Technologies,CLIAB001313,"EMPRESA EJEMPLO 314, S.A. DE C.V.","PAGADOR EJEMPLO 314, S.A. DE C.V.",DSB5807-275,2025-09-02,45299.35,49829.29,USD,45299.35,4529.94,1494.88,,498.29,,0,0.09090918212962706
Abaco Technologies,CLIAB001314,"EMPRESA EJEMPLO 315, S.A. DE C.V.","PAGADOR EJEMPLO 315, S.A. DE C.V.",DSB1716-674,2025-12-06,11694.55,12864.01,USD,11694.55,1169.46,385.92,,128.64,,0,0.09090944425571812
Abaco Financial,CLIAB001315,"EMPRESA EJEMPLO 316, S.A. DE C.V.","PAGADOR EJEMPLO 316, S.A. DE C.V.",DSB1479-253,2025-12-31,9622.18,10584.4,USD,9622.18,962.22,317.53,,105.84,,0,0.09090926268848487
Abaco Technologies,CLIAB001316,"EMPRESA EJEMPLO 317, S.A. DE C.V.","PAGADOR EJEMPLO 317, S.A. DE C.V.",DSB3649-564,2026-03-08,70523.62,77575.98,USD,70523.62,7052.36,2327.28,,775.76,,0,0.09090906747165817
