Company,Customer ID,Cliente,Pagador,Application ID,Loan ID,Product Type,Disbursement Date,TPV,Disbursement Amount,Origination Fee,Origination Fee Taxes,Loan Currency,Interest Rate APR,Term,Term Unit,Payment Frequency,Days in Default,Loan Status,Outstanding Loan Value,Pledge To,Pledge Date,Other,New Loan ID,New Loan Date,Old Loan ID,Recovery Date,Recovery Value,delinquency_bucket,risk_score,advance_rate
Abaco Financial,CLIAB001161,"EMPRESA EJEMPLO 162, S.A. DE C.V.","PAGADOR EJEMPLO 162, S.A. DE C.V.",DSB2353-457,DSB2353-457,factoring,2025-03-11,18770.24,17138.25,514.15,66.84,USD,0.3843,120,days,bullet,0,Current,13292.56,,,,,,,,,current,0.19591999999999998,0.9130543882230594
Abaco Technologies,CLIAB001162,"EMPRESA EJEMPLO 163, S.A. DE C.V.","PAGADOR EJEMPLO 163, S.A. DE C.V.",DSB7510-652,DSB7510-652,factoring,2024-11-12,7667.71,6803.75,204.11,26.53,USD,0.1645,90,days,bullet,1,Default,5183.77,,,,,,,,,early_delinquent,0.39062222222222226,0.8873248988289855
Abaco Financial,CLIAB001163,"EMPRESA EJEMPLO 164, S.A. DE C.V.","PAGADOR EJEMPLO 164, S.A. DE C.V.",DSB4494-487,DSB4494-487,factoring,2025-07-24,45149.87,40505.58,1215.17,157.97,USD,0.3396,180,days,bullet,0,Current,22062.18,,,,,,,,,current,0.19304000000000002,0.897136137933509
Abaco Financial,CLIAB001164,"EMPRESA EJEMPLO 165, S.A. DE C.V.","PAGADOR EJEMPLO 165, S.A. DE C.V.",DSB1849-568,DSB1849-568,factoring,2025-01-05,77270.33,69736.04,2092.08,271.97,USD,0.1897,60,days,bullet,90,Current,34878.83,,,,,,,,,late_delinquent,0.35108,0.9024943985615176
Abaco Technologies,CLIAB001165,"EMPRESA EJEMPLO 166, S.A. DE C.V.","PAGADOR EJEMPLO 166, S.A. DE C.V.",DSB9047-683,DSB9047-683,factoring,2025-02-15,17198.76,15809.47,474.28,61.66,USD,0.2246,60,days,bullet,0,Current,2258.8,,,,,,,,,current,0.10044,0.9192215020152616
Abaco Financial,CLIAB001166,"EMPRESA EJEMPLO 167, S.A. DE C.V.","PAGADOR EJEMPLO 167, S.A. DE C.V.",DSB2780-973,DSB2780-973,factoring,2025-09-19,86937.38,82111.09,2463.33,320.23,USD,0.2581,180,days,bullet,3,Complete,83852.88,,,,,,,,,early_delinquent,0.20970666666666665,0.9444854445809155
Abaco Technologies,CLIAB001167,"EMPRESA EJEMPLO 168, S.A. DE C.V.","PAGADOR EJEMPLO 168, S.A. DE C.V.",DSB1372-614,DSB1372-614,factoring,2025-05-03,76249.31,66058.2,1981.75,257.63,USD,0.2523,120,days,bullet,0,Complete,15277.25,,,,,,,,,current,0.14612000000000003,0.8663448888914536
Abaco Financial,CLIAB001168,"EMPRESA EJEMPLO 169, S.A. DE C.V.","PAGADOR EJEMPLO 169, S.A. DE C.V.",DSB3715-976,DSB3715-976,factoring,2025-07-06,86944.16,78879.1,2366.37,307.63,USD,0.3661,90,days,bullet,10,Current,75521.71,,,,,,,,,early_delinquent,0.26726222222222223,0.9072386230426518
Abaco Financial,CLIAB001169,"EMPRESA EJEMPLO 170, S.A. DE C.V.","PAGADOR EJEMPLO 170, S.A. DE C.V.",DSB2551-564,DSB2551-564,factoring,2025-01-12,77883.09,71312.74,2139.38,278.12,USD,0.2826,90,days,bullet,0,Current,71016.61,,,,,,,,,current,0.20924000000000004,0.9156382983777352
Abaco Technologies,CLIAB001170,"EMPRESA EJEMPLO 171, S.A. DE C.V.","PAGADOR EJEMPLO 171, S.A. DE C.V.",DSB2296-250,DSB2296-250,factoring,2025-05-03,96783.62,80119.3,2403.58,312.47,USD,0.2704,30,days,bullet,0,Current,54045.2,,,,,,,,,current,0.19796,0.8278187982635905
Abaco Financial,CLIAB001171,"EMPRESA EJEMPLO 172, S.A. DE C.V.","PAGADOR EJEMPLO 172, S.A. DE C.V.",DSB7069-241,DSB7069-241,factoring,2024-10-22,23328.47,19225.55,576.77,74.98,USD,0.2955,180,days,bullet,0,Current,22963.42,,,,,,,,,current,0.1772,0.8241239138271819
Abaco Financial,CLIAB001172,"EMPRESA EJEMPLO 173, S.A. DE C.V.","PAGADOR EJEMPLO 173, S.A. DE C.V.",DSB8076-064,DSB8076-064,factoring,2025-05-01,15808.48,13748.48,412.45,53.62,USD,0.2481,90,days,bullet,0,Complete,12328.26,,,,,,,,,current,0.13944,0.8696901915933727
Abaco Financial,CLIAB001173,"EMPRESA EJEMPLO 174, S.A. DE C.V.","PAGADOR EJEMPLO 174, S.A. DE C.V.",DSB6194-590,DSB6194-590,factoring,2025-05-03,4922.26,4292.59,128.78,16.74,USD,0.1865,120,days,bullet,30,Current,2455.66,,,,,,,,,early_delinquent,0.15286666666666665,0.8720770540361541
Abaco Financial,CLIAB001174,"EMPRESA EJEMPLO 175, S.A. DE C.V.","PAGADOR EJEMPLO 175, S.A. DE C.V.",DSB9878-396,DSB9878-396,factoring,2025-02-01,62197.42,56311.66,1689.35,219.62,USD,0.344,60,days,bullet,0,Current,5465.07,,,,,,,,,current,0.1614,0.9053697082612109
Abaco Financial,CLIAB001175,"EMPRESA EJEMPLO 176, S.A. DE C.V.","PAGADOR EJEMPLO 176, S.A. DE C.V.",DSB5315-048,DSB5315-048,factoring,2024-12-01,35712.07,28747.52,862.43,112.12,USD,0.2395,60,days,bullet,15,Current,24755.39,,,,,,,,,early_delinquent,0.18953333333333333,0.8049805009902815
Abaco Financial,CLIAB001176,"EMPRESA EJEMPLO 177, S.A. DE C.V.","PAGADOR EJEMPLO 177, S.A. DE C.V.",DSB1901-947,DSB1901-947,factoring,2025-06-11,82322.63,66366.66,1991.0,258.83,USD,0.1761,90,days,bullet,0,Complete,48963.58,,,,,,,,,current,0.15724,0.8061775966098265
Abaco Technologies,CLIAB001177,"EMPRESA EJEMPLO 178, S.A. DE C.V.","PAGADOR EJEMPLO 178, S.A. DE C.V.",DSB9985-538,DSB9985-538,factoring,2025-10-08,62043.85,55339.5,1660.18,215.82,USD,0.3273,60,days,bullet,0,Complete,37986.84,,,,,,,,,current,0.20972000000000002,0.8919417476510565
Abaco Financial,CLIAB001178,"EMPRESA EJEMPLO 179, S.A. DE C.V.","PAGADOR EJEMPLO 179, S.A. DE C.V.",DSB7566-488,DSB7566-488,factoring,2025-06-27,48955.45,44016.97,1320.51,171.67,USD,0.2869,60,days,bullet,0,Current,1995.14,,,,,,,,,current,0.12336,0.8991229781362443
Abaco Financial,CLIAB001179,"EMPRESA EJEMPLO 180, S.A. DE C.V.","PAGADOR EJEMPLO 180, S.A. DE C.V.",DSB6019-759,DSB6019-759,factoring,2025-01-29,17235.95,14922.73,447.68,58.2,USD,0.1651,120,days,bullet,0,Complete,3778.36,,,,,,,,,current,0.08404,0.8657909775788395
Abaco Financial,CLIAB001180,"EMPRESA EJEMPLO 181, S.A. DE C.V.","PAGADOR EJEMPLO 181, S.A. DE C.V.",DSB3399-986,DSB3399-986,factoring,2025-04-24,97610.66,83021.22,2490.64,323.78,USD,0.368,180,days,bullet,0,Current,54209.4,,,,,,,,,current,0.23720000000000002,0.8505343576203664
Abaco Financial,CLIAB001181,"EMPRESA EJEMPLO 182, S.A. DE C.V.","PAGADOR EJEMPLO 182, S.A. DE C.V.",DSB2773-736,DSB2773-736,factoring,2025-08-03,72200.98,60234.98,1807.05,234.92,USD,0.2856,90,days,bullet,0,Current,49113.14,,,,,,,,,current,0.20124000000000003,0.8342681775233523
Abaco Technologies,CLIAB001182,"EMPRESA EJEMPLO 183, S.A. DE C.V.","PAGADOR EJEMPLO 183, S.A. DE C.V.",DSB3712-574,DSB3712-574,factoring,2024-12-30,8147.64,6555.58,196.67,25.57,USD,0.3601,30,days,bullet,1,Complete,6051.31,,,,,,,,,early_delinquent,0.17106222222222223,0.8045986322419744
Abaco Financial,CLIAB001183,"EMPRESA EJEMPLO 184, S.A. DE C.V.","PAGADOR EJEMPLO 184, S.A. DE C.V.",DSB2458-065,DSB2458-065,factoring,2024-10-24,43123.84,36736.78,1102.1,143.27,USD,0.3419,120,days,bullet,0,Complete,24954.71,,,,,,,,,current,0.19776,0.8518902769326665
Abaco Financial,CLIAB001184,"EMPRESA EJEMPLO 185, S.A. DE C.V.","PAGADOR EJEMPLO 185, S.A. DE C.V.",DSB5613-859,DSB5613-859,factoring,2025-10-06,44422.93,40371.05,1211.13,157.45,USD,0.3015,60,days,bullet,0,Current,44073.47,,,,,,,,,current,0.2036,0.9087885468157999
Abaco Technologies,CLIAB001185,"EMPRESA EJEMPLO 186, S.A. DE C.V.","PAGADOR EJEMPLO 186, S.A. DE C.V.",DSB7207-126,DSB7207-126,factoring,2025-03-12,29101.6,24849.06,745.47,96.91,USD,0.3057,180,days,bullet,0,Current,20831.65,,,,,,,,,current,0.17768,0.8538726393050555
Abaco Financial,CLIAB001186,"EMPRESA EJEMPLO 187, S.A. DE C.V.","PAGADOR EJEMPLO 187, S.A. DE C.V.",DSB8025-518,DSB8025-518,factoring,2025-01-24,90994.22,75247.89,2257.44,293.47,USD,0.2432,60,days,bullet,0,Complete,44794.44,,,,,,,,,current,0.18108000000000002,0.8269524152193403
Abaco Technologies,CLIAB001187,"EMPRESA EJEMPLO 188, S.A. DE C.V.","PAGADOR EJEMPLO 188, S.A. DE C.V.",DSB3330-785,DSB3330-785,factoring,2025-01-21,25475.88,23708.17,711.25,92.46,USD,0.2982,30,days,bullet,0,Current,16613.41,,,,,,,,,current,0.16808,0.9306124067156855
Abaco Technologies,CLIAB001188,"EMPRESA EJEMPLO 189, S.A. DE C.V.","PAGADOR EJEMPLO 189, S.A. DE C.V.",DSB9594-149,DSB9594-149,factoring,2025-06-17,31902.66,27431.72,822.95,106.98,USD,0.3142,30,days,bullet,0,Current,30939.87,,,,,,,,,current,0.19588,0.8598568269855869
Abaco Technologies,CLIAB001189,"EMPRESA EJEMPLO 190, S.A. DE C.V.","PAGADOR EJEMPLO 190, S.A. DE C.V.",DSB3797-981,DSB3797-981,factoring,2025-03-14,45925.16,38366.23,1150.99,149.63,USD,0.2605,60,days,bullet,0,Current,6693.89,,,,,,,,,current,0.13140000000000002,0.8354076501856499
Abaco Financial,CLIAB001190,"EMPRESA EJEMPLO 191, S.A. DE C.V.","PAGADOR EJEMPLO 191, S.A. DE C.V.",DSB9480-699,DSB9480-699,factoring,2025-02-12,45493.95,40406.94,1212.21,157.59,USD,0.3267,120,days,bullet,0,Current,16229.15,,,,,,,,,current,0.17828,0.8881827144048825
Abaco Financial,CLIAB001191,"EMPRESA EJEMPLO 192, S.A. DE C.V.","PAGADOR EJEMPLO 192, S.A. DE C.V.",DSB1004-709,DSB1004-709,factoring,2025-08-02,53817.68,49365.27,1480.96,192.52,USD,0.3514,120,days,bullet,1,Current,29056.48,,,,,,,,,early_delinquent,0.2089822222222222,0.9172686373697267
Abaco Technologies,CLIAB001192,"EMPRESA EJEMPLO 193, S.A. DE C.V.","PAGADOR EJEMPLO 193, S.A. DE C.V.",DSB9850-800,DSB9850-800,factoring,2025-04-13,4384.59,4156.61,124.7,16.21,USD,0.2828,120,days,bullet,0,Current,985.22,,,,,,,,,current,0.11771999999999999,0.9480042603755424
Abaco Technologies,CLIAB001193,"EMPRESA EJEMPLO 194, S.A. DE C.V.","PAGADOR EJEMPLO 194, S.A. DE C.V.",DSB7450-810,DSB7450-810,factoring,2025-05-07,18821.03,15306.83,459.2,59.7,USD,0.2768,120,days,bullet,0,Default,18164.53,,,,,,,,,current,0.46252,0.8132833325274972
Abaco Financial,CLIAB001194,"EMPRESA EJEMPLO 195, S.A. DE C.V.","PAGADOR EJEMPLO 195, S.A. DE C.V.",DSB9081-705,DSB9081-705,factoring,2025-04-11,1489.06,1403.84,42.12,5.47,USD,0.3933,90,days,bullet,0,Current,207.95,,,,,,,,,current,0.15892,0.9427692638308731
Abaco Financial,CLIAB001195,"EMPRESA EJEMPLO 196, S.A. DE C.V.","PAGADOR EJEMPLO 196, S.A. DE C.V.",DSB2808-141,DSB2808-141,factoring,2025-01-05,3967.39,3357.16,100.71,13.09,USD,0.385,120,days,bullet,0,Default,372.54,,,,,,,,,current,0.4562,0.8461885521715787
Abaco Technologies,CLIAB001196,"EMPRESA EJEMPLO 197, S.A. DE C.V.","PAGADOR EJEMPLO 197, S.A. DE C.V.",DSB9032-228,DSB9032-228,factoring,2024-12-01,67587.61,58568.89,1757.07,228.42,USD,0.3908,60,days,bullet,0,Default,25297.82,,,,,,,,,current,0.51752,0.8665625252912479
Abaco Financial,CLIAB001197,"EMPRESA EJEMPLO 198, S.A. DE C.V.","PAGADOR EJEMPLO 198, S.A. DE C.V.",DSB2258-517,DSB2258-517,factoring,2025-02-10,2734.08,2287.39,68.62,8.92,USD,0.3672,30,days,bullet,0,Complete,1885.22,,,,,,,,,current,0.15508000000000002,0.8366214595037453
Abaco Financial,CLIAB001198,"EMPRESA EJEMPLO 199, S.A. DE C.V.","PAGADOR EJEMPLO 199, S.A. DE C.V.",DSB2061-862,DSB2061-862,factoring,2025-07-04,67974.83,56578.93,1697.37,220.66,USD,0.3567,180,days,bullet,0,Current,10827.54,,,,,,,,,current,0.17848,0.8323511805766929
Abaco Technologies,CLIAB001199,"EMPRESA EJEMPLO 200, S.A. DE C.V.","PAGADOR EJEMPLO 200, S.A. DE C.V.",DSB8404-330,DSB8404-330,factoring,2024-11-03,60890.44,51617.84,1548.54,201.31,USD,0.2517,180,days,bullet,0,Current,44964.5,,,,,,,,,current,0.18468,0.8477166530575242
Abaco Financial,CLIAB001200,"EMPRESA EJEMPLO 201, S.A. DE C.V.","PAGADOR EJEMPLO 201, S.A. DE C.V.",DSB3151-522,DSB3151-522,factoring,2025-03-20,87973.04,75711.45,2271.34,295.27,USD,0.3814,90,days,bullet,0,Complete,70186.09,,,,,,,,,current,0.24816000000000005,0.8606210493578488
Abaco Financial,CLIAB001201,"EMPRESA EJEMPLO 202, S.A. DE C.V.","PAGADOR EJEMPLO 202, S.A. DE C.V.",DSB6592-022,DSB6592-022,factoring,2024-11-23,44122.75,40710.96,1221.33,158.77,USD,0.2242,30,days,bullet,0,Current,26907.46,,,,,,,,,current,0.15348,0.9226750372540242
Abaco Technologies,CLIAB001202,"EMPRESA EJEMPLO 203, S.A. DE C.V.","PAGADOR EJEMPLO 203, S.A. DE C.V.",DSB5709-104,DSB5709-104,factoring,2025-01-04,56780.45,48664.42,1459.93,189.79,USD,0.2622,30,days,bullet,0,Current,832.8,,,,,,,,,current,0.10868,0.8570629503640778
Abaco Financial,CLIAB001203,"EMPRESA EJEMPLO 204, S.A. DE C.V.","PAGADOR EJEMPLO 204, S.A. DE C.V.",DSB5724-094,DSB5724-094,factoring,2025-01-04,59119.11,48789.03,1463.67,190.28,USD,0.3049,30,days,bullet,0,Complete,30687.65,,,,,,,,,current,0.18996000000000002,0.825266652356573
Abaco Financial,CLIAB001204,"EMPRESA EJEMPLO 205, S.A. DE C.V.","PAGADOR EJEMPLO 205, S.A. DE C.V.",DSB1196-901,DSB1196-901,factoring,2025-02-10,48439.01,38937.52,1168.13,151.86,USD,0.1772,180,days,bullet,0,Current,25847.18,,,,,,,,,current,0.13288,0.8038463213843552
Abaco Financial,CLIAB001205,"EMPRESA EJEMPLO 206, S.A. DE C.V.","PAGADOR EJEMPLO 206, S.A. DE C.V.",DSB5198-328,DSB5198-328,factoring,2025-06-22,61182.6,55965.72,1678.97,218.27,USD,0.3367,120,days,bullet,10,Current,11978.21,,,,,,,,,early_delinquent,0.19610222222222223,0.9147326200586442
Abaco Financial,CLIAB001206,"EMPRESA EJEMPLO 207, S.A. DE C.V.","PAGADOR EJEMPLO 207, S.A. DE C.V.",DSB9620-269,DSB9620-269,factoring,2025-08-06,1748.72,1568.82,47.06,6.12,USD,0.3887,120,days,bullet,3,Current,1634.07,,,,,,,,,early_delinquent,0.16934666666666667,0.8971247541058602
Abaco Technologies,CLIAB001207,"EMPRESA EJEMPLO 208, S.A. DE C.V.","PAGADOR EJEMPLO 208, S.A. DE C.V.",DSB2517-442,DSB2517-442,factoring,2024-11-20,35810.65,29193.31,875.8,113.85,USD,0.3043,180,days,bullet,0,Current,28756.88,,,,,,,,,current,0.18712,0.8152130720888897
Abaco Financial,CLIAB001208,"EMPRESA EJEMPLO 209, S.A. DE C.V.","PAGADOR EJEMPLO 209, S.A. DE C.V.",DSB5301-307,DSB5301-307,factoring,2024-11-10,54376.97,46040.77,1381.22,179.56,USD,0.3294,60,days,bullet,0,Current,6627.8,,,,,,,,,current,0.15876,0.8466961288942726
Abaco Financial,CLIAB001209,"EMPRESA EJEMPLO 210, S.A. DE C.V.","PAGADOR EJEMPLO 210, S.A. DE C.V.",DSB7479-969,DSB7479-969,factoring,2025-09-11,18933.79,17081.45,512.44,66.62,USD,0.3499,30,days,bullet,0,Current,18231.85,,,,,,,,,current,0.19196000000000002,0.902167500537399
Abaco Technologies,CLIAB001210,"EMPRESA EJEMPLO 211, S.A. DE C.V.","PAGADOR EJEMPLO 211, S.A. DE C.V.",DSB7439-019,DSB7439-019,factoring,2025-03-05,48871.02,45005.27,1350.16,175.52,USD,0.2434,180,days,bullet,0,Default,29401.38,,,,,,,,,current,0.46416,0.9208989294678114
Abaco Technologies,CLIAB001211,"EMPRESA EJEMPLO 212, S.A. DE C.V.","PAGADOR EJEMPLO 212, S.A. DE C.V.",DSB5167-224,DSB5167-224,factoring,2025-01-05,82099.7,76568.72,2297.06,298.62,USD,0.3484,60,days,bullet,0,Current,74373.39,,,,,,,,,current,0.23736000000000002,0.9326309353140146
Abaco Technologies,CLIAB001212,"EMPRESA EJEMPLO 213, S.A. DE C.V.","PAGADOR EJEMPLO 213, S.A. DE C.V.",DSB8196-185,DSB8196-185,factoring,2025-09-15,77224.53,68227.53,2046.83,266.09,USD,0.3451,60,days,bullet,0,Complete,51850.45,,,,,,,,,current,0.22644000000000003,0.8834955680533115
Abaco Financial,CLIAB001213,"EMPRESA EJEMPLO 214, S.A. DE C.V.","PAGADOR EJEMPLO 214, S.A. DE C.V.",DSB4783-965,DSB4783-965,factoring,2025-01-08,81143.47,74246.14,2227.38,289.56,USD,0.2629,60,days,bullet,0,Current,70534.74,,,,,,,,,current,0.20116,0.9149983356639788
Abaco Financial,CLIAB001214,"EMPRESA EJEMPLO 215, S.A. DE C.V.","PAGADOR EJEMPLO 215, S.A. DE C.V.",DSB9656-167,DSB9656-167,factoring,2025-04-16,47816.3,42092.87,1262.79,164.16,USD,0.1559,90,days,bullet,0,Current,11090.85,,,,,,,,,current,0.09856000000000001,0.8803037876205394
Abaco Financial,CLIAB001215,"EMPRESA EJEMPLO 216, S.A. DE C.V.","PAGADOR EJEMPLO 216, S.A. DE C.V.",DSB6500-922,DSB6500-922,factoring,2024-10-29,39699.69,35299.83,1059.0,137.67,USD,0.1854,90,days,bullet,0,Current,17575.73,,,,,,,,,current,0.12436,0.8891714267794031
Abaco Technologies,CLIAB001216,"EMPRESA EJEMPLO 217, S.A. DE C.V.","PAGADOR EJEMPLO 217, S.A. DE C.V.",DSB1778-118,DSB1778-118,factoring,2025-06-17,45133.3,41011.62,1230.35,159.95,USD,0.3978,120,days,bullet,0,Current,15220.17,,,,,,,,,current,0.20412000000000002,0.9086776282700356
Abaco Financial,CLIAB001217,"EMPRESA EJEMPLO 218, S.A. DE C.V.","PAGADOR EJEMPLO 218, S.A. DE C.V.",DSB6005-091,DSB6005-091,factoring,2024-10-27,90646.95,83022.95,2490.69,323.79,USD,0.1714,30,days,bullet,0,Current,33263.45,,,,,,,,,current,0.14096,0.9158934746287658
Abaco Technologies,CLIAB001218,"EMPRESA EJEMPLO 219, S.A. DE C.V.","PAGADOR EJEMPLO 219, S.A. DE C.V.",DSB3049-979,DSB3049-979,factoring,2025-04-15,35012.49,31251.21,937.54,121.88,USD,0.2798,60,days,bullet,0,Current,22413.88,,,,,,,,,current,0.16992000000000002,0.8925731931662101
Abaco Technologies,CLIAB001219,"EMPRESA EJEMPLO 220, S.A. DE C.V.","PAGADOR EJEMPLO 220, S.A. DE C.V.",DSB8759-590,DSB8759-590,factoring,2025-03-07,27843.6,24750.78,742.52,96.53,USD,0.2832,180,days,bullet,0,Current,1457.3,,,,,,,,,current,0.11988,0.8889216911606258
Abaco Technologies,CLIAB001220,"EMPRESA EJEMPLO 221, S.A. DE C.V.","PAGADOR EJEMPLO 221, S.A. DE C.V.",DSB1024-613,DSB1024-613,factoring,2025-06-01,38469.17,32869.66,986.09,128.19,USD,0.3327,120,days,bullet,0,Current,36839.05,,,,,,,,,current,0.20988,0.8544416216934237
Abaco Technologies,CLIAB001221,"EMPRESA EJEMPLO 222, S.A. DE C.V.","PAGADOR EJEMPLO 222, S.A. DE C.V.",DSB2022-909,DSB2022-909,factoring,2025-02-26,18354.99,16583.75,497.51,64.68,USD,0.1926,60,days,bullet,0,Current,13879.37,,,,,,,,,current,0.12004000000000001,0.9035009008449473
Abaco Financial,CLIAB001222,"EMPRESA EJEMPLO 223, S.A. DE C.V.","PAGADOR EJEMPLO 223, S.A. DE C.V.",DSB8676-590,DSB8676-590,factoring,2025-05-08,35409.58,31859.3,955.78,124.25,USD,0.2687,180,days,bullet,0,Default,709.12,,,,,,,,,current,0.41088,0.8997367379110398
Abaco Technologies,CLIAB001223,"EMPRESA EJEMPLO 224, S.A. DE C.V.","PAGADOR EJEMPLO 224, S.A. DE C.V.",DSB1701-145,DSB1701-145,factoring,2025-08-25,73980.84,67713.92,2031.42,264.08,USD,0.3605,180,days,bullet,0,Current,58289.65,,,,,,,,,current,0.23620000000000002,0.9152899588596183
Abaco Financial,CLIAB001224,"EMPRESA EJEMPLO 225, S.A. DE C.V.","PAGADOR EJEMPLO 225, S.A. DE C.V.",DSB1175-070,DSB1175-070,factoring,2024-10-22,86603.93,77187.74,2315.63,301.03,USD,0.3455,60,days,bullet,0,Current,19690.04,,,,,,,,,current,0.1926,0.8912729480059394
Abaco Financial,CLIAB001225,"EMPRESA EJEMPLO 226, S.A. DE C.V.","PAGADOR EJEMPLO 226, S.A. DE C.V.",DSB4275-120,DSB4275-120,factoring,2025-02-23,34825.78,29850.44,895.51,116.42,USD,0.3842,30,days,bullet,0,Complete,9740.89,,,,,,,,,current,0.18688000000000002,0.8571362938604677
Abaco Financial,CLIAB001226,"EMPRESA EJEMPLO 227, S.A. DE C.V.","PAGADOR EJEMPLO 227, S.A. DE C.V.",DSB5425-041,DSB5425-041,factoring,2025-04-12,94296.31,87789.92,2633.7,342.38,USD,0.3798,90,days,bullet,0,Current,36873.89,,,,,,,,,current,0.22912000000000005,0.9310005874036853
Abaco Financial,CLIAB001227,"EMPRESA EJEMPLO 228, S.A. DE C.V.","PAGADOR EJEMPLO 228, S.A. DE C.V.",DSB6860-507,DSB6860-507,factoring,2025-03-12,50614.15,43506.75,1305.2,169.68,USD,0.3544,90,days,bullet,0,Current,36514.16,,,,,,,,,current,0.21816000000000002,0.8595768179451794
Abaco Financial,CLIAB001228,"EMPRESA EJEMPLO 229, S.A. DE C.V.","PAGADOR EJEMPLO 229, S.A. DE C.V.",DSB6148-101,DSB6148-101,factoring,2024-11-24,14986.53,12465.75,373.97,48.62,USD,0.1702,180,days,bullet,0,Current,3351.2,,,,,,,,,current,0.08408,0.8317969536643905
Abaco Financial,CLIAB001229,"EMPRESA EJEMPLO 230, S.A. DE C.V.","PAGADOR EJEMPLO 230, S.A. DE C.V.",DSB1563-712,DSB1563-712,factoring,2025-05-09,95774.97,84852.43,2545.57,330.92,USD,0.3556,30,days,bullet,0,Current,58075.16,,,,,,,,,current,0.23364000000000001,0.8859562159090208
Abaco Financial,CLIAB001230,"EMPRESA EJEMPLO 231, S.A. DE C.V.","PAGADOR EJEMPLO 231, S.A. DE C.V.",DSB4810-438,DSB4810-438,factoring,2025-06-23,14780.6,13816.01,414.48,53.88,USD,0.1937,90,days,bullet,10,Complete,9848.42,,,,,,,,,early_delinquent,0.13330222222222224,0.934739455773108
Abaco Financial,CLIAB001231,"EMPRESA EJEMPLO 232, S.A. DE C.V.","PAGADOR EJEMPLO 232, S.A. DE C.V.",DSB7581-186,DSB7581-186,factoring,2024-12-02,13054.43,11380.0,341.4,44.38,USD,0.1838,120,days,bullet,0,Complete,1593.1,,,,,,,,,current,0.08052000000000001,0.8717347291302646
Abaco Financial,CLIAB001232,"EMPRESA EJEMPLO 233, S.A. DE C.V.","PAGADOR EJEMPLO 233, S.A. DE C.V.",DSB2261-767,DSB2261-767,factoring,2025-01-28,59834.78,56272.66,1688.18,219.46,USD,0.2599,120,days,bullet,1,Current,1058.35,,,,,,,,,early_delinquent,0.11118222222222224,0.94046740039823
Abaco Technologies,CLIAB001233,"EMPRESA EJEMPLO 234, S.A. DE C.V.","PAGADOR EJEMPLO 234, S.A. DE C.V.",DSB6274-866,DSB6274-866,factoring,2025-08-17,60652.76,51841.11,1555.23,202.18,USD,0.1653,90,days,bullet,0,Current,29392.43,,,,,,,,,current,0.13272,0.8547197192675156
Abaco Technologies,CLIAB001234,"EMPRESA EJEMPLO 235, S.A. DE C.V.","PAGADOR EJEMPLO 235, S.A. DE C.V.",DSB6803-078,DSB6803-078,factoring,2025-10-03,75671.1,67568.59,2027.06,263.52,USD,0.3959,90,days,bullet,0,Current,59227.47,,,,,,,,,current,0.25056,0.8929246436222018
Abaco Financial,CLIAB001235,"EMPRESA EJEMPLO 236, S.A. DE C.V.","PAGADOR EJEMPLO 236, S.A. DE C.V.",DSB1039-522,DSB1039-522,factoring,2025-04-17,27273.35,22545.93,676.38,87.93,USD,0.1656,120,days,bullet,0,Current,6345.02,,,,,,,,,current,0.09244000000000001,0.8266652244773744
Abaco Financial,CLIAB001236,"EMPRESA EJEMPLO 237, S.A. DE C.V.","PAGADOR EJEMPLO 237, S.A. DE C.V.",DSB6826-546,DSB6826-546,factoring,2025-01-19,22859.46,18883.35,566.5,73.65,USD,0.2818,60,days,bullet,0,Complete,10281.83,,,,,,,,,current,0.14672000000000002,0.8260628203815837
Abaco Financial,CLIAB001237,"EMPRESA EJEMPLO 238, S.A. DE C.V.","PAGADOR EJEMPLO 238, S.A. DE C.V.",DSB8292-613,DSB8292-613,factoring,2024-10-15,20267.63,17332.14,519.96,67.6,USD,0.2704,180,days,bullet,0,Default,5038.13,,,,,,,,,current,0.43016,0.855163627913081
Abaco Financial,CLIAB001238,"EMPRESA EJEMPLO 239, S.A. DE C.V.","PAGADOR EJEMPLO 239, S.A. DE C.V.",DSB1855-543,DSB1855-543,factoring,2025-10-02,14246.57,12291.76,368.75,47.94,USD,0.215,60,days,bullet,0,Current,8817.89,,,,,,,,,current,0.11760000000000001,0.8627873235452463
Abaco Technologies,CLIAB001239,"EMPRESA EJEMPLO 240, S.A. DE C.V.","PAGADOR EJEMPLO 240, S.A. DE C.V.",DSB4144-398,DSB4144-398,factoring,2024-11-14,33026.54,30554.35,916.63,119.16,USD,0.394,60,days,bullet,0,Current,12266.34,,,,,,,,,current,0.19760000000000003,0.925145352798083
Abaco Technologies,CLIAB001240,"EMPRESA EJEMPLO 241, S.A. DE C.V.","PAGADOR EJEMPLO 241, S.A. DE C.V.",DSB1878-029,DSB1878-029,factoring,2025-05-30,27319.26,24503.02,735.09,95.56,USD,0.3611,180,days,bullet,0,Current,8869.91,,,,,,,,,current,0.17643999999999999,0.8969137524222839
Abaco Technologies,CLIAB001241,"EMPRESA EJEMPLO 242, S.A. DE C.V.","PAGADOR EJEMPLO 242, S.A. DE C.V.",DSB6508-244,DSB6508-244,factoring,2025-05-26,73998.35,64482.36,1934.47,251.48,USD,0.3035,180,days,bullet,0,Complete,66012.8,,,,,,,,,current,0.2154,0.8714026731677125
